2020回撤窗口收益,2020回撤窗口最大回撤,信号切换次数,单周股指变化上限,回测区间,基础股指仓位,夏普比率,实验分组,平均周换手,平均资金占用,年化收益,年化波动,方案名称,最大单周换手,最大回撤,月度胜率,期末净值,目标波动,股指平均仓位,股指最大仓位,股指模式,风险预算
-6.56%,-6.67%,23,10.00%,全局 (Total),10.00%,1.87,信号限速测试,6.26%,12.89%,10.13%,5.23%,固定仓位限速_10%_周变10pct,65.51%,-6.99%,71.72%,2.1454,,4.98%,10.00%,fixed,
-6.56%,-6.67%,23,10.00%,训练期 (2018-2020),10.00%,1.64,信号限速测试,6.26%,13.51%,8.85%,5.24%,固定仓位限速_10%_周变10pct,65.51%,-6.99%,69.44%,1.2767,,4.98%,10.00%,fixed,
-6.56%,-6.67%,23,10.00%,验证期 (2021-2026),10.00%,2.00,信号限速测试,6.26%,12.53%,10.87%,5.23%,固定仓位限速_10%_周变10pct,65.51%,-4.98%,73.02%,1.6805,,4.98%,10.00%,fixed,
-6.56%,-6.67%,23,10.00%,2018年,10.00%,1.05,信号限速测试,6.26%,13.02%,4.74%,4.52%,固定仓位限速_10%_周变10pct,65.51%,-3.66%,66.67%,1.0449,,4.98%,10.00%,fixed,
-6.56%,-6.67%,23,10.00%,2019年,10.00%,2.65,信号限速测试,6.26%,13.92%,11.83%,4.25%,固定仓位限速_10%_周变10pct,65.51%,-2.56%,75.00%,1.1143,,4.98%,10.00%,fixed,
-6.56%,-6.67%,23,10.00%,2020年,10.00%,1.47,信号限速测试,6.26%,13.59%,10.03%,6.65%,固定仓位限速_10%_周变10pct,65.51%,-6.99%,66.67%,1.0965,,4.98%,10.00%,fixed,
-6.56%,-6.67%,23,10.00%,2021年,10.00%,1.91,信号限速测试,6.26%,14.06%,11.96%,6.00%,固定仓位限速_10%_周变10pct,65.51%,-3.30%,66.67%,1.1151,,4.98%,10.00%,fixed,
-6.56%,-6.67%,23,10.00%,2022年,10.00%,1.20,信号限速测试,6.26%,11.89%,7.51%,6.17%,固定仓位限速_10%_周变10pct,65.51%,-4.98%,66.67%,1.0720,,4.98%,10.00%,fixed,
-6.56%,-6.67%,23,10.00%,2023年,10.00%,3.00,信号限速测试,6.26%,12.13%,10.69%,3.41%,固定仓位限速_10%_周变10pct,65.51%,-2.05%,75.00%,1.1024,,4.98%,10.00%,fixed,
-6.56%,-6.67%,23,10.00%,2024年,10.00%,2.30,信号限速测试,6.26%,11.27%,11.73%,4.87%,固定仓位限速_10%_周变10pct,65.51%,-2.69%,75.00%,1.1124,,4.98%,10.00%,fixed,
-6.56%,-6.67%,23,10.00%,2025年,10.00%,1.97,信号限速测试,6.26%,13.14%,9.78%,4.79%,固定仓位限速_10%_周变10pct,65.51%,-2.86%,75.00%,1.0941,,4.98%,10.00%,fixed,
-6.56%,-6.67%,23,10.00%,2026年,10.00%,3.07,信号限速测试,6.26%,13.26%,23.31%,6.91%,固定仓位限速_10%_周变10pct,65.51%,-2.52%,100.00%,1.0477,,4.98%,10.00%,fixed,
-6.56%,-6.67%,23,10.00%,全局 (Total),10.00%,1.89,信号限速测试,6.34%,12.88%,10.02%,5.13%,波动率调整限速_10%_目标15%_周变10pct,65.51%,-6.99%,71.72%,2.1286,15.00%,3.97%,10.00%,vol_scaled,
-6.56%,-6.67%,23,10.00%,训练期 (2018-2020),10.00%,1.67,信号限速测试,6.34%,13.49%,8.69%,5.07%,波动率调整限速_10%_目标15%_周变10pct,65.51%,-6.99%,72.22%,1.2712,15.00%,3.97%,10.00%,vol_scaled,
-6.56%,-6.67%,23,10.00%,验证期 (2021-2026),10.00%,2.01,信号限速测试,6.34%,12.52%,10.79%,5.16%,波动率调整限速_10%_目标15%_周变10pct,65.51%,-4.98%,71.43%,1.6745,15.00%,3.97%,10.00%,vol_scaled,
-6.56%,-6.67%,23,10.00%,2018年,10.00%,1.06,信号限速测试,6.34%,13.02%,4.77%,4.47%,波动率调整限速_10%_目标15%_周变10pct,65.51%,-3.60%,66.67%,1.0452,15.00%,3.97%,10.00%,vol_scaled,
-6.56%,-6.67%,23,10.00%,2019年,10.00%,2.83,信号限速测试,6.34%,13.88%,11.60%,3.91%,波动率调整限速_10%_目标15%_周变10pct,65.51%,-2.13%,83.33%,1.1121,15.00%,3.97%,10.00%,vol_scaled,
-6.56%,-6.67%,23,10.00%,2020年,10.00%,1.47,信号限速测试,6.34%,13.58%,9.73%,6.48%,波动率调整限速_10%_目标15%_周变10pct,65.51%,-6.99%,66.67%,1.0937,15.00%,3.97%,10.00%,vol_scaled,
-6.56%,-6.67%,23,10.00%,2021年,10.00%,1.95,信号限速测试,6.34%,14.05%,12.11%,5.94%,波动率调整限速_10%_目标15%_周变10pct,65.51%,-3.33%,66.67%,1.1165,15.00%,3.97%,10.00%,vol_scaled,
-6.56%,-6.67%,23,10.00%,2022年,10.00%,1.23,信号限速测试,6.34%,11.89%,7.68%,6.17%,波动率调整限速_10%_目标15%_周变10pct,65.51%,-4.98%,66.67%,1.0736,15.00%,3.97%,10.00%,vol_scaled,
-6.56%,-6.67%,23,10.00%,2023年,10.00%,2.95,信号限速测试,6.34%,12.13%,10.53%,3.41%,波动率调整限速_10%_目标15%_周变10pct,65.51%,-2.05%,66.67%,1.1009,15.00%,3.97%,10.00%,vol_scaled,
-6.56%,-6.67%,23,10.00%,2024年,10.00%,2.37,信号限速测试,6.34%,11.26%,11.31%,4.56%,波动率调整限速_10%_目标15%_周变10pct,65.51%,-2.69%,75.00%,1.1084,15.00%,3.97%,10.00%,vol_scaled,
-6.56%,-6.67%,23,10.00%,2025年,10.00%,1.94,信号限速测试,6.34%,13.12%,9.57%,4.77%,波动率调整限速_10%_目标15%_周变10pct,65.51%,-2.86%,75.00%,1.0921,15.00%,3.97%,10.00%,vol_scaled,
-6.56%,-6.67%,23,10.00%,2026年,10.00%,3.11,信号限速测试,6.34%,13.23%,23.61%,6.89%,波动率调整限速_10%_目标15%_周变10pct,65.51%,-2.52%,100.00%,1.0482,15.00%,3.97%,10.00%,vol_scaled,
-6.56%,-6.67%,23,15.00%,全局 (Total),10.00%,1.87,信号限速测试,6.26%,12.89%,10.13%,5.23%,固定仓位限速_10%_周变15pct,65.51%,-6.99%,71.72%,2.1454,,4.98%,10.00%,fixed,
-6.56%,-6.67%,23,15.00%,训练期 (2018-2020),10.00%,1.64,信号限速测试,6.26%,13.51%,8.85%,5.24%,固定仓位限速_10%_周变15pct,65.51%,-6.99%,69.44%,1.2767,,4.98%,10.00%,fixed,
-6.56%,-6.67%,23,15.00%,验证期 (2021-2026),10.00%,2.00,信号限速测试,6.26%,12.53%,10.87%,5.23%,固定仓位限速_10%_周变15pct,65.51%,-4.98%,73.02%,1.6805,,4.98%,10.00%,fixed,
-6.56%,-6.67%,23,15.00%,2018年,10.00%,1.05,信号限速测试,6.26%,13.02%,4.74%,4.52%,固定仓位限速_10%_周变15pct,65.51%,-3.66%,66.67%,1.0449,,4.98%,10.00%,fixed,
-6.56%,-6.67%,23,15.00%,2019年,10.00%,2.65,信号限速测试,6.26%,13.92%,11.83%,4.25%,固定仓位限速_10%_周变15pct,65.51%,-2.56%,75.00%,1.1143,,4.98%,10.00%,fixed,
-6.56%,-6.67%,23,15.00%,2020年,10.00%,1.47,信号限速测试,6.26%,13.59%,10.03%,6.65%,固定仓位限速_10%_周变15pct,65.51%,-6.99%,66.67%,1.0965,,4.98%,10.00%,fixed,
-6.56%,-6.67%,23,15.00%,2021年,10.00%,1.91,信号限速测试,6.26%,14.06%,11.96%,6.00%,固定仓位限速_10%_周变15pct,65.51%,-3.30%,66.67%,1.1151,,4.98%,10.00%,fixed,
-6.56%,-6.67%,23,15.00%,2022年,10.00%,1.20,信号限速测试,6.26%,11.89%,7.51%,6.17%,固定仓位限速_10%_周变15pct,65.51%,-4.98%,66.67%,1.0720,,4.98%,10.00%,fixed,
-6.56%,-6.67%,23,15.00%,2023年,10.00%,3.00,信号限速测试,6.26%,12.13%,10.69%,3.41%,固定仓位限速_10%_周变15pct,65.51%,-2.05%,75.00%,1.1024,,4.98%,10.00%,fixed,
-6.56%,-6.67%,23,15.00%,2024年,10.00%,2.30,信号限速测试,6.26%,11.27%,11.73%,4.87%,固定仓位限速_10%_周变15pct,65.51%,-2.69%,75.00%,1.1124,,4.98%,10.00%,fixed,
-6.56%,-6.67%,23,15.00%,2025年,10.00%,1.97,信号限速测试,6.26%,13.14%,9.78%,4.79%,固定仓位限速_10%_周变15pct,65.51%,-2.86%,75.00%,1.0941,,4.98%,10.00%,fixed,
-6.56%,-6.67%,23,15.00%,2026年,10.00%,3.07,信号限速测试,6.26%,13.26%,23.31%,6.91%,固定仓位限速_10%_周变15pct,65.51%,-2.52%,100.00%,1.0477,,4.98%,10.00%,fixed,
-6.56%,-6.67%,23,15.00%,全局 (Total),10.00%,1.89,信号限速测试,6.34%,12.88%,10.02%,5.13%,波动率调整限速_10%_目标15%_周变15pct,65.51%,-6.99%,71.72%,2.1286,15.00%,3.97%,10.00%,vol_scaled,
-6.56%,-6.67%,23,15.00%,训练期 (2018-2020),10.00%,1.67,信号限速测试,6.34%,13.49%,8.69%,5.07%,波动率调整限速_10%_目标15%_周变15pct,65.51%,-6.99%,72.22%,1.2712,15.00%,3.97%,10.00%,vol_scaled,
-6.56%,-6.67%,23,15.00%,验证期 (2021-2026),10.00%,2.01,信号限速测试,6.34%,12.52%,10.79%,5.16%,波动率调整限速_10%_目标15%_周变15pct,65.51%,-4.98%,71.43%,1.6745,15.00%,3.97%,10.00%,vol_scaled,
-6.56%,-6.67%,23,15.00%,2018年,10.00%,1.06,信号限速测试,6.34%,13.02%,4.77%,4.47%,波动率调整限速_10%_目标15%_周变15pct,65.51%,-3.60%,66.67%,1.0452,15.00%,3.97%,10.00%,vol_scaled,
-6.56%,-6.67%,23,15.00%,2019年,10.00%,2.83,信号限速测试,6.34%,13.88%,11.60%,3.91%,波动率调整限速_10%_目标15%_周变15pct,65.51%,-2.13%,83.33%,1.1121,15.00%,3.97%,10.00%,vol_scaled,
-6.56%,-6.67%,23,15.00%,2020年,10.00%,1.47,信号限速测试,6.34%,13.58%,9.73%,6.48%,波动率调整限速_10%_目标15%_周变15pct,65.51%,-6.99%,66.67%,1.0937,15.00%,3.97%,10.00%,vol_scaled,
-6.56%,-6.67%,23,15.00%,2021年,10.00%,1.95,信号限速测试,6.34%,14.05%,12.11%,5.94%,波动率调整限速_10%_目标15%_周变15pct,65.51%,-3.33%,66.67%,1.1165,15.00%,3.97%,10.00%,vol_scaled,
-6.56%,-6.67%,23,15.00%,2022年,10.00%,1.23,信号限速测试,6.34%,11.89%,7.68%,6.17%,波动率调整限速_10%_目标15%_周变15pct,65.51%,-4.98%,66.67%,1.0736,15.00%,3.97%,10.00%,vol_scaled,
-6.56%,-6.67%,23,15.00%,2023年,10.00%,2.95,信号限速测试,6.34%,12.13%,10.53%,3.41%,波动率调整限速_10%_目标15%_周变15pct,65.51%,-2.05%,66.67%,1.1009,15.00%,3.97%,10.00%,vol_scaled,
-6.56%,-6.67%,23,15.00%,2024年,10.00%,2.37,信号限速测试,6.34%,11.26%,11.31%,4.56%,波动率调整限速_10%_目标15%_周变15pct,65.51%,-2.69%,75.00%,1.1084,15.00%,3.97%,10.00%,vol_scaled,
-6.56%,-6.67%,23,15.00%,2025年,10.00%,1.94,信号限速测试,6.34%,13.12%,9.57%,4.77%,波动率调整限速_10%_目标15%_周变15pct,65.51%,-2.86%,75.00%,1.0921,15.00%,3.97%,10.00%,vol_scaled,
-6.56%,-6.67%,23,15.00%,2026年,10.00%,3.11,信号限速测试,6.34%,13.23%,23.61%,6.89%,波动率调整限速_10%_目标15%_周变15pct,65.51%,-2.52%,100.00%,1.0482,15.00%,3.97%,10.00%,vol_scaled,
-6.56%,-6.67%,23,20.00%,全局 (Total),10.00%,1.87,信号限速测试,6.26%,12.89%,10.13%,5.23%,固定仓位限速_10%_周变20pct,65.51%,-6.99%,71.72%,2.1454,,4.98%,10.00%,fixed,
-6.56%,-6.67%,23,20.00%,训练期 (2018-2020),10.00%,1.64,信号限速测试,6.26%,13.51%,8.85%,5.24%,固定仓位限速_10%_周变20pct,65.51%,-6.99%,69.44%,1.2767,,4.98%,10.00%,fixed,
-6.56%,-6.67%,23,20.00%,验证期 (2021-2026),10.00%,2.00,信号限速测试,6.26%,12.53%,10.87%,5.23%,固定仓位限速_10%_周变20pct,65.51%,-4.98%,73.02%,1.6805,,4.98%,10.00%,fixed,
-6.56%,-6.67%,23,20.00%,2018年,10.00%,1.05,信号限速测试,6.26%,13.02%,4.74%,4.52%,固定仓位限速_10%_周变20pct,65.51%,-3.66%,66.67%,1.0449,,4.98%,10.00%,fixed,
-6.56%,-6.67%,23,20.00%,2019年,10.00%,2.65,信号限速测试,6.26%,13.92%,11.83%,4.25%,固定仓位限速_10%_周变20pct,65.51%,-2.56%,75.00%,1.1143,,4.98%,10.00%,fixed,
-6.56%,-6.67%,23,20.00%,2020年,10.00%,1.47,信号限速测试,6.26%,13.59%,10.03%,6.65%,固定仓位限速_10%_周变20pct,65.51%,-6.99%,66.67%,1.0965,,4.98%,10.00%,fixed,
-6.56%,-6.67%,23,20.00%,2021年,10.00%,1.91,信号限速测试,6.26%,14.06%,11.96%,6.00%,固定仓位限速_10%_周变20pct,65.51%,-3.30%,66.67%,1.1151,,4.98%,10.00%,fixed,
-6.56%,-6.67%,23,20.00%,2022年,10.00%,1.20,信号限速测试,6.26%,11.89%,7.51%,6.17%,固定仓位限速_10%_周变20pct,65.51%,-4.98%,66.67%,1.0720,,4.98%,10.00%,fixed,
-6.56%,-6.67%,23,20.00%,2023年,10.00%,3.00,信号限速测试,6.26%,12.13%,10.69%,3.41%,固定仓位限速_10%_周变20pct,65.51%,-2.05%,75.00%,1.1024,,4.98%,10.00%,fixed,
-6.56%,-6.67%,23,20.00%,2024年,10.00%,2.30,信号限速测试,6.26%,11.27%,11.73%,4.87%,固定仓位限速_10%_周变20pct,65.51%,-2.69%,75.00%,1.1124,,4.98%,10.00%,fixed,
-6.56%,-6.67%,23,20.00%,2025年,10.00%,1.97,信号限速测试,6.26%,13.14%,9.78%,4.79%,固定仓位限速_10%_周变20pct,65.51%,-2.86%,75.00%,1.0941,,4.98%,10.00%,fixed,
-6.56%,-6.67%,23,20.00%,2026年,10.00%,3.07,信号限速测试,6.26%,13.26%,23.31%,6.91%,固定仓位限速_10%_周变20pct,65.51%,-2.52%,100.00%,1.0477,,4.98%,10.00%,fixed,
-6.56%,-6.67%,23,20.00%,全局 (Total),10.00%,1.89,信号限速测试,6.34%,12.88%,10.02%,5.13%,波动率调整限速_10%_目标15%_周变20pct,65.51%,-6.99%,71.72%,2.1286,15.00%,3.97%,10.00%,vol_scaled,
-6.56%,-6.67%,23,20.00%,训练期 (2018-2020),10.00%,1.67,信号限速测试,6.34%,13.49%,8.69%,5.07%,波动率调整限速_10%_目标15%_周变20pct,65.51%,-6.99%,72.22%,1.2712,15.00%,3.97%,10.00%,vol_scaled,
-6.56%,-6.67%,23,20.00%,验证期 (2021-2026),10.00%,2.01,信号限速测试,6.34%,12.52%,10.79%,5.16%,波动率调整限速_10%_目标15%_周变20pct,65.51%,-4.98%,71.43%,1.6745,15.00%,3.97%,10.00%,vol_scaled,
-6.56%,-6.67%,23,20.00%,2018年,10.00%,1.06,信号限速测试,6.34%,13.02%,4.77%,4.47%,波动率调整限速_10%_目标15%_周变20pct,65.51%,-3.60%,66.67%,1.0452,15.00%,3.97%,10.00%,vol_scaled,
-6.56%,-6.67%,23,20.00%,2019年,10.00%,2.83,信号限速测试,6.34%,13.88%,11.60%,3.91%,波动率调整限速_10%_目标15%_周变20pct,65.51%,-2.13%,83.33%,1.1121,15.00%,3.97%,10.00%,vol_scaled,
-6.56%,-6.67%,23,20.00%,2020年,10.00%,1.47,信号限速测试,6.34%,13.58%,9.73%,6.48%,波动率调整限速_10%_目标15%_周变20pct,65.51%,-6.99%,66.67%,1.0937,15.00%,3.97%,10.00%,vol_scaled,
-6.56%,-6.67%,23,20.00%,2021年,10.00%,1.95,信号限速测试,6.34%,14.05%,12.11%,5.94%,波动率调整限速_10%_目标15%_周变20pct,65.51%,-3.33%,66.67%,1.1165,15.00%,3.97%,10.00%,vol_scaled,
-6.56%,-6.67%,23,20.00%,2022年,10.00%,1.23,信号限速测试,6.34%,11.89%,7.68%,6.17%,波动率调整限速_10%_目标15%_周变20pct,65.51%,-4.98%,66.67%,1.0736,15.00%,3.97%,10.00%,vol_scaled,
-6.56%,-6.67%,23,20.00%,2023年,10.00%,2.95,信号限速测试,6.34%,12.13%,10.53%,3.41%,波动率调整限速_10%_目标15%_周变20pct,65.51%,-2.05%,66.67%,1.1009,15.00%,3.97%,10.00%,vol_scaled,
-6.56%,-6.67%,23,20.00%,2024年,10.00%,2.37,信号限速测试,6.34%,11.26%,11.31%,4.56%,波动率调整限速_10%_目标15%_周变20pct,65.51%,-2.69%,75.00%,1.1084,15.00%,3.97%,10.00%,vol_scaled,
-6.56%,-6.67%,23,20.00%,2025年,10.00%,1.94,信号限速测试,6.34%,13.12%,9.57%,4.77%,波动率调整限速_10%_目标15%_周变20pct,65.51%,-2.86%,75.00%,1.0921,15.00%,3.97%,10.00%,vol_scaled,
-6.56%,-6.67%,23,20.00%,2026年,10.00%,3.11,信号限速测试,6.34%,13.23%,23.61%,6.89%,波动率调整限速_10%_目标15%_周变20pct,65.51%,-2.52%,100.00%,1.0482,15.00%,3.97%,10.00%,vol_scaled,
-6.55%,-6.66%,23,,全局 (Total),15.00%,1.89,波动率调整测试,6.32%,12.87%,9.94%,5.08%,波动率调整_15%_目标8%,65.67%,-6.98%,72.73%,2.1164,8.00%,3.32%,11.18%,vol_scaled,
-6.55%,-6.66%,23,,训练期 (2018-2020),15.00%,1.65,波动率调整测试,6.32%,13.49%,8.44%,4.99%,波动率调整_15%_目标8%,65.67%,-6.98%,72.22%,1.2629,8.00%,3.32%,11.18%,vol_scaled,
-6.55%,-6.66%,23,,验证期 (2021-2026),15.00%,2.03,波动率调整测试,6.32%,12.52%,10.81%,5.13%,波动率调整_15%_目标8%,65.67%,-4.98%,73.02%,1.6758,8.00%,3.32%,11.18%,vol_scaled,
-6.55%,-6.66%,23,,2018年,15.00%,1.10,波动率调整测试,6.32%,13.03%,4.90%,4.42%,波动率调整_15%_目标8%,65.67%,-3.45%,66.67%,1.0464,8.00%,3.32%,11.18%,vol_scaled,
-6.55%,-6.66%,23,,2019年,15.00%,2.82,波动率调整测试,6.32%,13.86%,11.20%,3.79%,波动率调整_15%_目标8%,65.67%,-2.03%,83.33%,1.1082,8.00%,3.32%,11.18%,vol_scaled,
-6.55%,-6.66%,23,,2020年,15.00%,1.41,波动率调整测试,6.32%,13.58%,9.25%,6.40%,波动率调整_15%_目标8%,65.67%,-6.98%,66.67%,1.0890,8.00%,3.32%,11.18%,vol_scaled,
